Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2020","2020","kg/ha","52104.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2020","2020","toneladas","1319800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2021","2021","ha","26780","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2021","2021","kg/ha","54721.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2021","2021","toneladas","1465430","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2022","2022","ha","23700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2022","2022","kg/ha","52139.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2022","2022","toneladas","1235700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2023","2023","ha","23260","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2023","2023","kg/ha","51820.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2023","2023","toneladas","1205350","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2024","2024","ha","25730","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2024","2024","kg/ha","54052.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.02","Cebollas y chalotes, secos (excepto deshidratados)","2024","2024","toneladas","1390760","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2005","2005","ha","1029","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2005","2005","kg/ha","21092.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2005","2005","toneladas","21704","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2006","2006","ha","1081","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2006","2006","kg/ha","27065.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2006","2006","toneladas","29258","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2007","2007","ha","1154","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2007","2007","kg/ha","29703.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2007","2007","toneladas","34278","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2008","2008","ha","1500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2008","2008","kg/ha","25333.3","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2008","2008","toneladas","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2009","2009","ha","1296","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2009","2009","kg/ha","25668","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2009","2009","toneladas","33268.98","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2010","2010","ha","1120","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2010","2010","kg/ha","28917.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2010","2010","toneladas","32388","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2011","2011","ha","938","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2011","2011","kg/ha","23637.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2011","2011","toneladas","22172","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2012","2012","ha","820","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2012","2012","kg/ha","26432.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2012","2012","toneladas","21675","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2013","2013","ha","758","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2013","2013","kg/ha","25460.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2013","2013","toneladas","19299","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2014","2014","ha","807","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2014","2014","kg/ha","26737.5","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2014","2014","toneladas","21575.74","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2015","2015","ha","819","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2015","2015","kg/ha","27318","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2015","2015","toneladas","22372.6","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2016","2016","ha","769","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2016","2016","kg/ha","30909","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2016","2016","toneladas","23769","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01253.01","Cebollas, chalotes, verdes","2017","2017","ha","698","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01253.01","Cebollas, chalotes, verdes","2017","2017","kg/ha","25110.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01253.01","Cebollas, chalotes, verdes","2017","2017","toneladas","17527","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2005","2005","ha","88746","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2005","2005","kg/ha","1454.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2005","2005","toneladas","129096","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2006","2006","ha","106073","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2006","2006","kg/ha","1555.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2006","2006","toneladas","164997","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2007","2007","ha","111744","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2007","2007","kg/ha","2339","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2007","2007","toneladas","261369","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2008","2008","ha","111513","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2008","2008","kg/ha","2539.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2008","2008","toneladas","283212","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2009","2009","ha","132161","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2009","2009","kg/ha","1367","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2009","2009","toneladas","180666","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2010","2010","ha","135488","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2010","2010","kg/ha","1907","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2010","2010","toneladas","258380","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2011","2011","ha","149321","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2011","2011","kg/ha","2455.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2011","2011","toneladas","366700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2012","2012","ha","161702","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2012","2012","kg/ha","1587.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2012","2012","toneladas","256675","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2013","2013","ha","155700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2013","2013","kg/ha","2468.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2013","2013","toneladas","384300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2014","2014","ha","170185","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2014","2014","kg/ha","1709.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2014","2014","toneladas","290970","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2015","2015","ha","179048","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2015","2015","kg/ha","1853.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2015","2015","toneladas","331930","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2016","2016","ha","155256","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2016","2016","kg/ha","2430.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2016","2016","toneladas","377355","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2017","2017","ha","108080","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2017","2017","kg/ha","1287.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2017","2017","toneladas","139178","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2018","2018","ha","136250","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2018","2018","kg/ha","2967.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2018","2018","toneladas","404280","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2019","2019","ha","138090","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2019","2019","kg/ha","1894.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2019","2019","toneladas","261550","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2020","2020","ha","137590","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2020","2020","kg/ha","2962.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2020","2020","toneladas","407620","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2021","2021","ha","118200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2021","2021","kg/ha","2671.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2021","2021","toneladas","315750","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2022","2022","ha","99620","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2022","2022","kg/ha","1896","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2022","2022","toneladas","188880","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2023","2023","ha","84010","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2023","2023","kg/ha","1451.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2023","2023","toneladas","121970","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","0116","Centeno","2024","2024","ha","97260","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","0116","Centeno","2024","2024","kg/ha","2298.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","0116","Centeno","2024","2024","toneladas","223510","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2005","2005","ha","27872","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2005","2005","kg/ha","563.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2005","2005","toneladas","15709","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2006","2006","ha","34725","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2006","2006","kg/ha","1528.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2006","2006","toneladas","53073","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2007","2007","ha","31302","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2007","2007","kg/ha","1743","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2007","2007","toneladas","54559","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2008","2008","ha","30061","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2008","2008","kg/ha","1936.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2008","2008","toneladas","58213","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2009","2009","ha","36053","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2009","2009","kg/ha","1545.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2009","2009","toneladas","55708","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2010","2010","ha","38368","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2010","2010","kg/ha","1386.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2010","2010","toneladas","53212","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2011","2011","ha","41195","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2011","2011","kg/ha","1376.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2011","2011","toneladas","56702","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2012","2012","ha","52209","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2012","2012","kg/ha","951.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2012","2012","toneladas","49661","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2013","2013","ha","44984","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2013","2013","kg/ha","1513.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2013","2013","toneladas","68101","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2014","2014","ha","32292","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2014","2014","kg/ha","1280.5","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2014","2014","toneladas","41349.72","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2015","2015","ha","29441","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2015","2015","kg/ha","1248.5","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2015","2015","toneladas","36758.35","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2016","2016","ha","6131","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2016","2016","kg/ha","2513.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2016","2016","toneladas","15412","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2017","2017","ha","1946","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2017","2017","kg/ha","2201.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2017","2017","toneladas","4284","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2018","2018","ha","6670","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2018","2018","kg/ha","2646.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2018","2018","toneladas","17650","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2019","2019","ha","9120","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2019","2019","kg/ha","2834.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2019","2019","toneladas","25850","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2020","2020","ha","9310","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2020","2020","kg/ha","3410.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2020","2020","toneladas","31750","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2021","2021","ha","8950","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2021","2021","kg/ha","3112.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2021","2021","toneladas","27860","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2022","2022","ha","2480","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2022","2022","kg/ha","2221.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2022","2022","toneladas","5510","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2023","2023","ha","5610","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2023","2023","kg/ha","2388.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2023","2023","toneladas","13400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.90","Cereales n.c.p.","2024","2024","ha","5810","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.90","Cereales n.c.p.","2024","2024","kg/ha","1951.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.90","Cereales n.c.p.","2024","2024","toneladas","11340","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2005","2005","ha","12753","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2005","2005","kg/ha","1667.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2005","2005","toneladas","21260","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2006","2006","ha","19020","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2006","2006","kg/ha","2569","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2006","2006","toneladas","48862","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2007","2007","ha","14393","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2007","2007","kg/ha","2587.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2007","2007","toneladas","37248","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2008","2008","ha","14400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2008","2008","kg/ha","2583.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2008","2008","toneladas","37200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2009","2009","ha","12555","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2009","2009","kg/ha","2548.8","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2009","2009","toneladas","32000","E","Valor estimado",""
