Agric_ONU_ID,Área,Elemento,Producto,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
941,España,Producción,Arroz,2005,toneladas,824114.0,A,Cifra oficial
942,España,Área cosechada,Arroz,2006,ha,106535.0,A,Cifra oficial
943,España,Rendimiento,Arroz,2006,kg/ha,6799.2,A,Cifra oficial
944,España,Producción,Arroz,2006,toneladas,724351.0,A,Cifra oficial
945,España,Área cosechada,Arroz,2007,ha,101565.0,A,Cifra oficial
946,España,Rendimiento,Arroz,2007,kg/ha,7122.8,A,Cifra oficial
947,España,Producción,Arroz,2007,toneladas,723426.0,A,Cifra oficial
948,España,Área cosechada,Arroz,2008,ha,96100.0,A,Cifra oficial
949,España,Rendimiento,Arroz,2008,kg/ha,6922.0,A,Cifra oficial
950,España,Producción,Arroz,2008,toneladas,665200.0,A,Cifra oficial
951,España,Área cosechada,Arroz,2009,ha,119300.0,A,Cifra oficial
952,España,Rendimiento,Arroz,2009,kg/ha,7659.3,A,Cifra oficial
953,España,Producción,Arroz,2009,toneladas,913754.0,A,Cifra oficial
954,España,Área cosechada,Arroz,2010,ha,122184.0,A,Cifra oficial
955,España,Rendimiento,Arroz,2010,kg/ha,7593.6,A,Cifra oficial
956,España,Producción,Arroz,2010,toneladas,927817.0,A,Cifra oficial
957,España,Área cosechada,Arroz,2011,ha,122368.0,A,Cifra oficial
958,España,Rendimiento,Arroz,2011,kg/ha,7580.0,A,Cifra oficial
959,España,Producción,Arroz,2011,toneladas,927554.0,A,Cifra oficial
960,España,Área cosechada,Arroz,2012,ha,112819.0,A,Cifra oficial
961,España,Rendimiento,Arroz,2012,kg/ha,7973.9,A,Cifra oficial
962,España,Producción,Arroz,2012,toneladas,899602.0,A,Cifra oficial
963,España,Área cosechada,Arroz,2013,ha,112000.0,A,Cifra oficial
964,España,Rendimiento,Arroz,2013,kg/ha,7790.2,A,Cifra oficial
965,España,Producción,Arroz,2013,toneladas,872500.0,A,Cifra oficial
966,España,Área cosechada,Arroz,2014,ha,110419.0,A,Cifra oficial
967,España,Rendimiento,Arroz,2014,kg/ha,7798.5,A,Cifra oficial
968,España,Producción,Arroz,2014,toneladas,861103.0,A,Cifra oficial
969,España,Área cosechada,Arroz,2015,ha,109290.0,A,Cifra oficial
970,España,Rendimiento,Arroz,2015,kg/ha,7750.3,A,Cifra oficial
971,España,Producción,Arroz,2015,toneladas,847026.0,A,Cifra oficial
972,España,Área cosechada,Arroz,2016,ha,109272.0,A,Cifra oficial
973,España,Rendimiento,Arroz,2016,kg/ha,7645.1,A,Cifra oficial
974,España,Producción,Arroz,2016,toneladas,835400.0,A,Cifra oficial
975,España,Área cosechada,Arroz,2017,ha,107604.0,A,Cifra oficial
976,España,Rendimiento,Arroz,2017,kg/ha,7761.6,A,Cifra oficial
977,España,Producción,Arroz,2017,toneladas,835178.0,A,Cifra oficial
978,España,Área cosechada,Arroz,2018,ha,105010.0,A,Cifra oficial
979,España,Rendimiento,Arroz,2018,kg/ha,7607.7,A,Cifra oficial
980,España,Producción,Arroz,2018,toneladas,798880.0,A,Cifra oficial
981,España,Área cosechada,Arroz,2019,ha,103370.0,A,Cifra oficial
982,España,Rendimiento,Arroz,2019,kg/ha,7533.9,A,Cifra oficial
983,España,Producción,Arroz,2019,toneladas,778780.0,A,Cifra oficial
984,España,Área cosechada,Arroz,2020,ha,102060.0,A,Cifra oficial
985,España,Rendimiento,Arroz,2020,kg/ha,7243.1,A,Cifra oficial
986,España,Producción,Arroz,2020,toneladas,739230.0,A,Cifra oficial
987,España,Área cosechada,Arroz,2021,ha,84680.0,A,Cifra oficial
988,España,Rendimiento,Arroz,2021,kg/ha,7288.4,A,Cifra oficial
989,España,Producción,Arroz,2021,toneladas,617180.0,A,Cifra oficial
990,España,Área cosechada,Arroz,2022,ha,56040.0,A,Cifra oficial
991,España,Rendimiento,Arroz,2022,kg/ha,6253.0,A,Cifra oficial
992,España,Producción,Arroz,2022,toneladas,350420.0,A,Cifra oficial
993,España,Área cosechada,Arroz,2023,ha,55120.0,A,Cifra oficial
994,España,Rendimiento,Arroz,2023,kg/ha,6061.3,A,Cifra oficial
995,España,Producción,Arroz,2023,toneladas,334100.0,A,Cifra oficial
996,España,Área cosechada,Arroz,2024,ha,85940.0,A,Cifra oficial
997,España,Rendimiento,Arroz,2024,kg/ha,7049.3,A,Cifra oficial
998,España,Producción,Arroz,2024,toneladas,605820.0,A,Cifra oficial
999,España,Área cosechada,Avellanas con cáscara,2005,ha,20343.0,A,Cifra oficial
1000,España,Rendimiento,Avellanas con cáscara,2005,kg/ha,1131.9,A,Cifra oficial
1001,España,Producción,Avellanas con cáscara,2005,toneladas,23027.0,A,Cifra oficial
1002,España,Área cosechada,Avellanas con cáscara,2006,ha,19937.0,A,Cifra oficial
1003,España,Rendimiento,Avellanas con cáscara,2006,kg/ha,1244.4,A,Cifra oficial
1004,España,Producción,Avellanas con cáscara,2006,toneladas,24810.0,A,Cifra oficial
1005,España,Área cosechada,Avellanas con cáscara,2007,ha,16802.0,A,Cifra oficial
1006,España,Rendimiento,Avellanas con cáscara,2007,kg/ha,960.2,A,Cifra oficial
1007,España,Producción,Avellanas con cáscara,2007,toneladas,16134.0,A,Cifra oficial
1008,España,Área cosechada,Avellanas con cáscara,2008,ha,15411.0,A,Cifra oficial
1009,España,Rendimiento,Avellanas con cáscara,2008,kg/ha,1578.7,A,Cifra oficial
1010,España,Producción,Avellanas con cáscara,2008,toneladas,24330.0,A,Cifra oficial
1011,España,Área cosechada,Avellanas con cáscara,2009,ha,14536.0,A,Cifra oficial
1012,España,Rendimiento,Avellanas con cáscara,2009,kg/ha,707.9,A,Cifra oficial
1013,España,Producción,Avellanas con cáscara,2009,toneladas,10290.0,A,Cifra oficial
1014,España,Área cosechada,Avellanas con cáscara,2010,ha,13803.0,A,Cifra oficial
1015,España,Rendimiento,Avellanas con cáscara,2010,kg/ha,1093.0,A,Cifra oficial
1016,España,Producción,Avellanas con cáscara,2010,toneladas,15086.0,A,Cifra oficial
1017,España,Área cosechada,Avellanas con cáscara,2011,ha,14067.0,A,Cifra oficial
1018,España,Rendimiento,Avellanas con cáscara,2011,kg/ha,1250.4,A,Cifra oficial
1019,España,Producción,Avellanas con cáscara,2011,toneladas,17590.0,A,Cifra oficial
1020,España,Área cosechada,Avellanas con cáscara,2012,ha,13912.0,A,Cifra oficial
1021,España,Rendimiento,Avellanas con cáscara,2012,kg/ha,1035.5,A,Cifra oficial
1022,España,Producción,Avellanas con cáscara,2012,toneladas,14406.0,A,Cifra oficial
1023,España,Área cosechada,Avellanas con cáscara,2013,ha,13800.0,A,Cifra oficial
1024,España,Rendimiento,Avellanas con cáscara,2013,kg/ha,1108.7,A,Cifra oficial
1025,España,Producción,Avellanas con cáscara,2013,toneladas,15300.0,A,Cifra oficial
1026,España,Área cosechada,Avellanas con cáscara,2014,ha,13591.0,A,Cifra oficial
1027,España,Rendimiento,Avellanas con cáscara,2014,kg/ha,996.4,A,Cifra oficial
1028,España,Producción,Avellanas con cáscara,2014,toneladas,13542.0,A,Cifra oficial
1029,España,Área cosechada,Avellanas con cáscara,2015,ha,13301.0,A,Cifra oficial
1030,España,Rendimiento,Avellanas con cáscara,2015,kg/ha,858.8,A,Cifra oficial
1031,España,Producción,Avellanas con cáscara,2015,toneladas,11423.0,A,Cifra oficial
1032,España,Área cosechada,Avellanas con cáscara,2016,ha,13137.0,A,Cifra oficial
1033,España,Rendimiento,Avellanas con cáscara,2016,kg/ha,723.9,A,Cifra oficial
1034,España,Producción,Avellanas con cáscara,2016,toneladas,9510.0,A,Cifra oficial
1035,España,Área cosechada,Avellanas con cáscara,2017,ha,12806.0,A,Cifra oficial
1036,España,Rendimiento,Avellanas con cáscara,2017,kg/ha,818.9,A,Cifra oficial
1037,España,Producción,Avellanas con cáscara,2017,toneladas,10487.0,A,Cifra oficial
1038,España,Área cosechada,Avellanas con cáscara,2018,ha,13510.0,A,Cifra oficial
1039,España,Rendimiento,Avellanas con cáscara,2018,kg/ha,594.4,A,Cifra oficial
1040,España,Producción,Avellanas con cáscara,2018,toneladas,8030.0,A,Cifra oficial
1041,España,Área cosechada,Avellanas con cáscara,2019,ha,13020.0,A,Cifra oficial
1042,España,Rendimiento,Avellanas con cáscara,2019,kg/ha,950.1,A,Cifra oficial
1043,España,Producción,Avellanas con cáscara,2019,toneladas,12370.0,A,Cifra oficial
1044,España,Área cosechada,Avellanas con cáscara,2020,ha,13070.0,A,Cifra oficial
1045,España,Rendimiento,Avellanas con cáscara,2020,kg/ha,417.0,A,Cifra oficial
1046,España,Producción,Avellanas con cáscara,2020,toneladas,5450.0,A,Cifra oficial
1047,España,Área cosechada,Avellanas con cáscara,2021,ha,13110.0,A,Cifra oficial
1048,España,Rendimiento,Avellanas con cáscara,2021,kg/ha,593.4,A,Cifra oficial
1049,España,Producción,Avellanas con cáscara,2021,toneladas,7780.0,A,Cifra oficial
1050,España,Área cosechada,Avellanas con cáscara,2022,ha,12660.0,A,Cifra oficial
1051,España,Rendimiento,Avellanas con cáscara,2022,kg/ha,635.1,A,Cifra oficial
1052,España,Producción,Avellanas con cáscara,2022,toneladas,8040.0,A,Cifra oficial
1053,España,Área cosechada,Avellanas con cáscara,2023,ha,12470.0,A,Cifra oficial
1054,España,Rendimiento,Avellanas con cáscara,2023,kg/ha,544.5,A,Cifra oficial
1055,España,Producción,Avellanas con cáscara,2023,toneladas,6790.0,A,Cifra oficial
1056,España,Área cosechada,Avellanas con cáscara,2024,ha,12190.0,A,Cifra oficial
1057,España,Rendimiento,Avellanas con cáscara,2024,kg/ha,247.7,A,Cifra oficial
1058,España,Producción,Avellanas con cáscara,2024,toneladas,3020.0,A,Cifra oficial
1059,España,Área cosechada,Avena,2005,ha,457847.0,A,Cifra oficial
1060,España,Rendimiento,Avena,2005,kg/ha,1184.0,A,Cifra oficial
1061,España,Producción,Avena,2005,toneladas,542108.0,A,Cifra oficial
1062,España,Área cosechada,Avena,2006,ha,524389.0,A,Cifra oficial
1063,España,Rendimiento,Avena,2006,kg/ha,1808.2,A,Cifra oficial
1064,España,Producción,Avena,2006,toneladas,948185.0,A,Cifra oficial
1065,España,Área cosechada,Avena,2007,ha,531432.0,A,Cifra oficial
1066,España,Rendimiento,Avena,2007,kg/ha,2464.0,A,Cifra oficial
1067,España,Producción,Avena,2007,toneladas,1309450.0,A,Cifra oficial
1068,España,Área cosechada,Avena,2008,ha,505511.0,A,Cifra oficial
1069,España,Rendimiento,Avena,2008,kg/ha,2350.7,A,Cifra oficial
1070,España,Producción,Avena,2008,toneladas,1188300.0,A,Cifra oficial
1071,España,Área cosechada,Avena,2009,ha,561238.0,A,Cifra oficial
1072,España,Rendimiento,Avena,2009,kg/ha,1646.3,A,Cifra oficial
1073,España,Producción,Avena,2009,toneladas,923946.0,A,Cifra oficial
1074,España,Área cosechada,Avena,2010,ha,511329.0,A,Cifra oficial
1075,España,Rendimiento,Avena,2010,kg/ha,2003.9,A,Cifra oficial
1076,España,Producción,Avena,2010,toneladas,1024661.0,A,Cifra oficial
1077,España,Área cosechada,Avena,2011,ha,508344.0,A,Cifra oficial
1078,España,Rendimiento,Avena,2011,kg/ha,2201.7,A,Cifra oficial
1079,España,Producción,Avena,2011,toneladas,1119214.0,A,Cifra oficial
1080,España,Área cosechada,Avena,2012,ha,438700.0,A,Cifra oficial
1081,España,Rendimiento,Avena,2012,kg/ha,1558.0,A,Cifra oficial
1082,España,Producción,Avena,2012,toneladas,683500.0,A,Cifra oficial
1083,España,Área cosechada,Avena,2013,ha,444500.0,A,Cifra oficial
1084,España,Rendimiento,Avena,2013,kg/ha,2154.6,A,Cifra oficial
1085,España,Producción,Avena,2013,toneladas,957700.0,A,Cifra oficial
1086,España,Área cosechada,Avena,2014,ha,430280.0,A,Cifra oficial
1087,España,Rendimiento,Avena,2014,kg/ha,1508.5,A,Cifra oficial
1088,España,Producción,Avena,2014,toneladas,649097.0,A,Cifra oficial
1089,España,Área cosechada,Avena,2015,ha,490041.0,A,Cifra oficial
1090,España,Rendimiento,Avena,2015,kg/ha,1613.0,A,Cifra oficial
1091,España,Producción,Avena,2015,toneladas,790432.0,A,Cifra oficial
1092,España,Área cosechada,Avena,2016,ha,509849.0,A,Cifra oficial
1093,España,Rendimiento,Avena,2016,kg/ha,2177.3,A,Cifra oficial
1094,España,Producción,Avena,2016,toneladas,1110117.0,A,Cifra oficial
1095,España,Área cosechada,Avena,2017,ha,558767.0,A,Cifra oficial
1096,España,Rendimiento,Avena,2017,kg/ha,1509.1,A,Cifra oficial
1097,España,Producción,Avena,2017,toneladas,843259.0,A,Cifra oficial
1098,España,Área cosechada,Avena,2018,ha,556500.0,A,Cifra oficial
1099,España,Rendimiento,Avena,2018,kg/ha,2780.7,A,Cifra oficial
1100,España,Producción,Avena,2018,toneladas,1547460.0,A,Cifra oficial
1101,España,Área cosechada,Avena,2019,ha,453430.0,A,Cifra oficial
1102,España,Rendimiento,Avena,2019,kg/ha,1855.2,A,Cifra oficial
1103,España,Producción,Avena,2019,toneladas,841200.0,A,Cifra oficial
1104,España,Área cosechada,Avena,2020,ha,506170.0,A,Cifra oficial
1105,España,Rendimiento,Avena,2020,kg/ha,2721.8,A,Cifra oficial
1106,España,Producción,Avena,2020,toneladas,1377690.0,A,Cifra oficial
1107,España,Área cosechada,Avena,2021,ha,504000.0,A,Cifra oficial
1108,España,Rendimiento,Avena,2021,kg/ha,2370.0,A,Cifra oficial
1109,España,Producción,Avena,2021,toneladas,1194500.0,A,Cifra oficial
1110,España,Área cosechada,Avena,2022,ha,459120.0,A,Cifra oficial
1111,España,Rendimiento,Avena,2022,kg/ha,1890.2,A,Cifra oficial
1112,España,Producción,Avena,2022,toneladas,867850.0,A,Cifra oficial
1113,España,Área cosechada,Avena,2023,ha,466760.0,A,Cifra oficial
1114,España,Rendimiento,Avena,2023,kg/ha,994.4,A,Cifra oficial
1115,España,Producción,Avena,2023,toneladas,464140.0,A,Cifra oficial
1116,España,Área cosechada,Avena,2024,ha,514060.0,A,Cifra oficial
1117,España,Rendimiento,Avena,2024,kg/ha,2261.5,A,Cifra oficial
1118,España,Producción,Avena,2024,toneladas,1162540.0,A,Cifra oficial
1119,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2005,toneladas,1093122.0,A,Cifra oficial
1120,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2006,toneladas,887594.0,A,Cifra oficial
1121,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2007,toneladas,746400.0,A,Cifra oficial
1122,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2008,toneladas,636349.0,A,Cifra oficial
1123,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2009,toneladas,608000.0,X,Cifra de fuente externa
1124,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2010,toneladas,559780.0,A,Cifra oficial
1125,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2011,toneladas,567722.0,A,Cifra oficial
1126,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2012,toneladas,528414.0,A,Cifra oficial
1127,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2013,toneladas,319237.0,A,Cifra oficial
1128,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2014,toneladas,636000.0,X,Cifra de fuente externa
1129,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2015,toneladas,623000.0,X,Cifra de fuente externa
1130,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2016,toneladas,517000.0,X,Cifra de fuente externa
1131,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2017,toneladas,583000.0,X,Cifra de fuente externa
1132,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2018,toneladas,460000.0,X,Cifra de fuente externa
1133,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2019,toneladas,361232.0,A,Cifra oficial
1134,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2020,toneladas,319133.0,A,Cifra oficial
1135,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2021,toneladas,357800.0,A,Cifra oficial
1136,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2022,toneladas,279100.0,A,Cifra oficial
1137,España,Producción,Azúcar de caña o de remolacha en bruto (solo centrifugada),2023,toneladas,400846.0,A,Cifra oficial
1138,España,Área cosechada,"Azucar, caña",2005,ha,614.0,A,Cifra oficial
1139,España,Rendimiento,"Azucar, caña",2005,kg/ha,70692.2,A,Cifra oficial
1140,España,Producción,"Azucar, caña",2005,toneladas,43405.0,A,Cifra oficial
1141,España,Área cosechada,"Azucar, caña",2006,ha,292.0,A,Cifra oficial
1142,España,Rendimiento,"Azucar, caña",2006,kg/ha,56250.0,A,Cifra oficial
1143,España,Producción,"Azucar, caña",2006,toneladas,16425.0,A,Cifra oficial
1144,España,Área cosechada,"Azucar, caña",2007,ha,10.0,A,Cifra oficial
1145,España,Rendimiento,"Azucar, caña",2007,kg/ha,52200.0,A,Cifra oficial
1146,España,Producción,"Azucar, caña",2007,toneladas,522.0,A,Cifra oficial
1147,España,Área cosechada,"Azucar, caña",2008,ha,0.0,A,Cifra oficial
1148,España,Producción,"Azucar, caña",2008,toneladas,0.0,A,Cifra oficial
1149,España,Área cosechada,"Azucar, caña",2009,ha,3.0,A,Cifra oficial
1150,España,Rendimiento,"Azucar, caña",2009,kg/ha,49097.6,E,Valor estimado
1151,España,Producción,"Azucar, caña",2009,toneladas,147.29,I,Valor imputado por una agencia receptora
1152,España,Área cosechada,"Azucar, caña",2010,ha,5.0,A,Cifra oficial
1153,España,Rendimiento,"Azucar, caña",2010,kg/ha,44000.0,A,Cifra oficial
1154,España,Producción,"Azucar, caña",2010,toneladas,220.0,A,Cifra oficial
1155,España,Área cosechada,"Azucar, caña",2011,ha,2.0,A,Cifra oficial
1156,España,Rendimiento,"Azucar, caña",2011,kg/ha,50000.0,A,Cifra oficial
1157,España,Producción,"Azucar, caña",2011,toneladas,100.0,A,Cifra oficial
1158,España,Área cosechada,"Azucar, caña",2012,ha,6.0,A,Cifra oficial
1159,España,Rendimiento,"Azucar, caña",2012,kg/ha,47500.0,A,Cifra oficial
1160,España,Producción,"Azucar, caña",2012,toneladas,285.0,A,Cifra oficial
1161,España,Área cosechada,"Azucar, caña",2013,ha,8.0,A,Cifra oficial
1162,España,Rendimiento,"Azucar, caña",2013,kg/ha,48750.0,A,Cifra oficial
1163,España,Producción,"Azucar, caña",2013,toneladas,390.0,A,Cifra oficial
1164,España,Área cosechada,"Azucar, caña",2014,ha,6.0,I,Valor imputado por una agencia receptora
1165,España,Rendimiento,"Azucar, caña",2014,kg/ha,44830.9,E,Valor estimado
1166,España,Producción,"Azucar, caña",2014,toneladas,258.33,E,Valor estimado
1167,España,Área cosechada,"Azucar, caña",2015,ha,7.0,I,Valor imputado por una agencia receptora
1168,España,Rendimiento,"Azucar, caña",2015,kg/ha,41549.4,E,Valor estimado
1169,España,Producción,"Azucar, caña",2015,toneladas,311.11,E,Valor estimado
1170,España,Área cosechada,"Azucar, caña",2016,ha,17.0,A,Cifra oficial
1171,España,Rendimiento,"Azucar, caña",2016,kg/ha,28235.3,A,Cifra oficial
1172,España,Producción,"Azucar, caña",2016,toneladas,480.0,A,Cifra oficial
1173,España,Área cosechada,"Azucar, caña",2017,ha,19.0,A,Cifra oficial
1174,España,Rendimiento,"Azucar, caña",2017,kg/ha,57894.7,A,Cifra oficial
1175,España,Producción,"Azucar, caña",2017,toneladas,1100.0,A,Cifra oficial
1176,España,Área cosechada,"Azucar, remolacha",2005,ha,102104.0,A,Cifra oficial
1177,España,Rendimiento,"Azucar, remolacha",2005,kg/ha,71408.5,A,Cifra oficial
1178,España,Producción,"Azucar, remolacha",2005,toneladas,7291092.0,A,Cifra oficial
1179,España,Área cosechada,"Azucar, remolacha",2006,ha,85516.0,A,Cifra oficial
1180,España,Rendimiento,"Azucar, remolacha",2006,kg/ha,68139.7,A,Cifra oficial
1181,España,Producción,"Azucar, remolacha",2006,toneladas,5827031.0,A,Cifra oficial
1182,España,Área cosechada,"Azucar, remolacha",2007,ha,68171.0,A,Cifra oficial
1183,España,Rendimiento,"Azucar, remolacha",2007,kg/ha,72024.1,A,Cifra oficial
1184,España,Producción,"Azucar, remolacha",2007,toneladas,4909958.0,A,Cifra oficial
1185,España,Área cosechada,"Azucar, remolacha",2008,ha,52300.0,A,Cifra oficial
1186,España,Rendimiento,"Azucar, remolacha",2008,kg/ha,76242.8,A,Cifra oficial
1187,España,Producción,"Azucar, remolacha",2008,toneladas,3987500.0,A,Cifra oficial
1188,España,Área cosechada,"Azucar, remolacha",2009,ha,49813.0,A,Cifra oficial
1189,España,Rendimiento,"Azucar, remolacha",2009,kg/ha,84825.9,A,Cifra oficial
1190,España,Producción,"Azucar, remolacha",2009,toneladas,4225433.0,A,Cifra oficial
1191,España,Área cosechada,"Azucar, remolacha",2010,ha,43382.0,A,Cifra oficial
1192,España,Rendimiento,"Azucar, remolacha",2010,kg/ha,81474.3,A,Cifra oficial
1193,España,Producción,"Azucar, remolacha",2010,toneladas,3534517.0,A,Cifra oficial
1194,España,Área cosechada,"Azucar, remolacha",2011,ha,44931.0,A,Cifra oficial
1195,España,Rendimiento,"Azucar, remolacha",2011,kg/ha,93221.5,A,Cifra oficial
1196,España,Producción,"Azucar, remolacha",2011,toneladas,4188535.0,A,Cifra oficial
1197,España,Área cosechada,"Azucar, remolacha",2012,ha,38952.0,A,Cifra oficial
1198,España,Rendimiento,"Azucar, remolacha",2012,kg/ha,88833.2,A,Cifra oficial
1199,España,Producción,"Azucar, remolacha",2012,toneladas,3460230.0,A,Cifra oficial
1200,España,Área cosechada,"Azucar, remolacha",2013,ha,31400.0,A,Cifra oficial
1201,España,Rendimiento,"Azucar, remolacha",2013,kg/ha,78621.0,A,Cifra oficial
1202,España,Producción,"Azucar, remolacha",2013,toneladas,2468700.0,A,Cifra oficial
1203,España,Área cosechada,"Azucar, remolacha",2014,ha,38414.0,A,Cifra oficial
1204,España,Rendimiento,"Azucar, remolacha",2014,kg/ha,96925.8,A,Cifra oficial
1205,España,Producción,"Azucar, remolacha",2014,toneladas,3723309.0,A,Cifra oficial
1206,España,Área cosechada,"Azucar, remolacha",2015,ha,37605.0,A,Cifra oficial
1207,España,Rendimiento,"Azucar, remolacha",2015,kg/ha,95867.9,A,Cifra oficial
1208,España,Producción,"Azucar, remolacha",2015,toneladas,3605112.0,A,Cifra oficial
1209,España,Área cosechada,"Azucar, remolacha",2016,ha,32874.0,A,Cifra oficial
1210,España,Rendimiento,"Azucar, remolacha",2016,kg/ha,91694.3,A,Cifra oficial
1211,España,Producción,"Azucar, remolacha",2016,toneladas,3014358.0,A,Cifra oficial
1212,España,Área cosechada,"Azucar, remolacha",2017,ha,36671.0,A,Cifra oficial
1213,España,Rendimiento,"Azucar, remolacha",2017,kg/ha,89791.7,A,Cifra oficial
1214,España,Producción,"Azucar, remolacha",2017,toneladas,3292750.0,A,Cifra oficial
1215,España,Área cosechada,"Azucar, remolacha",2018,ha,35300.0,A,Cifra oficial
1216,España,Rendimiento,"Azucar, remolacha",2018,kg/ha,81328.9,A,Cifra oficial
1217,España,Producción,"Azucar, remolacha",2018,toneladas,2870910.0,A,Cifra oficial
1218,España,Área cosechada,"Azucar, remolacha",2019,ha,30180.0,A,Cifra oficial
1219,España,Rendimiento,"Azucar, remolacha",2019,kg/ha,91209.7,A,Cifra oficial
1220,España,Producción,"Azucar, remolacha",2019,toneladas,2752710.0,A,Cifra oficial
1221,España,Área cosechada,"Azucar, remolacha",2020,ha,27620.0,A,Cifra oficial
1222,España,Rendimiento,"Azucar, remolacha",2020,kg/ha,88082.5,A,Cifra oficial
1223,España,Producción,"Azucar, remolacha",2020,toneladas,2432840.0,A,Cifra oficial
1224,España,Área cosechada,"Azucar, remolacha",2021,ha,29500.0,A,Cifra oficial
1225,España,Rendimiento,"Azucar, remolacha",2021,kg/ha,84959.0,A,Cifra oficial
1226,España,Producción,"Azucar, remolacha",2021,toneladas,2506290.0,A,Cifra oficial
1227,España,Área cosechada,"Azucar, remolacha",2022,ha,24780.0,A,Cifra oficial
1228,España,Rendimiento,"Azucar, remolacha",2022,kg/ha,80752.2,A,Cifra oficial
1229,España,Producción,"Azucar, remolacha",2022,toneladas,2001040.0,A,Cifra oficial
1230,España,Área cosechada,"Azucar, remolacha",2023,ha,34870.0,A,Cifra oficial
1231,España,Rendimiento,"Azucar, remolacha",2023,kg/ha,82886.4,A,Cifra oficial
1232,España,Producción,"Azucar, remolacha",2023,toneladas,2890250.0,A,Cifra oficial
1233,España,Área cosechada,"Azucar, remolacha",2024,ha,45690.0,A,Cifra oficial
1234,España,Rendimiento,"Azucar, remolacha",2024,kg/ha,77090.0,A,Cifra oficial
1235,España,Producción,"Azucar, remolacha",2024,toneladas,3522240.0,A,Cifra oficial
1236,España,Área cosechada,Bananos,2005,ha,9553.0,A,Cifra oficial
1237,España,Rendimiento,Bananos,2005,kg/ha,36130.6,A,Cifra oficial
1238,España,Producción,Bananos,2005,toneladas,345156.0,A,Cifra oficial
1239,España,Área cosechada,Bananos,2006,ha,9585.0,A,Cifra oficial
1240,España,Rendimiento,Bananos,2006,kg/ha,36345.1,A,Cifra oficial
1241,España,Producción,Bananos,2006,toneladas,348368.0,A,Cifra oficial
1242,España,Área cosechada,Bananos,2007,ha,9568.0,A,Cifra oficial
1243,España,Rendimiento,Bananos,2007,kg/ha,37434.9,A,Cifra oficial
1244,España,Producción,Bananos,2007,toneladas,358177.0,A,Cifra oficial
1245,España,Área cosechada,Bananos,2008,ha,9191.0,A,Cifra oficial
1246,España,Rendimiento,Bananos,2008,kg/ha,40390.4,A,Cifra oficial
1247,España,Producción,Bananos,2008,toneladas,371228.0,A,Cifra oficial
1248,España,Área cosechada,Bananos,2009,ha,9113.0,A,Cifra oficial
1249,España,Rendimiento,Bananos,2009,kg/ha,38683.4,A,Cifra oficial
1250,España,Producción,Bananos,2009,toneladas,352522.0,A,Cifra oficial
1251,España,Área cosechada,Bananos,2010,ha,9117.0,A,Cifra oficial
1252,España,Rendimiento,Bananos,2010,kg/ha,43499.9,A,Cifra oficial
1253,España,Producción,Bananos,2010,toneladas,396589.0,A,Cifra oficial
1254,España,Área cosechada,Bananos,2011,ha,9144.0,A,Cifra oficial
1255,España,Rendimiento,Bananos,2011,kg/ha,37893.7,A,Cifra oficial
1256,España,Producción,Bananos,2011,toneladas,346500.0,A,Cifra oficial
1257,España,Área cosechada,Bananos,2012,ha,9164.0,A,Cifra oficial
1258,España,Rendimiento,Bananos,2012,kg/ha,40507.5,A,Cifra oficial
1259,España,Producción,Bananos,2012,toneladas,371211.0,A,Cifra oficial
1260,España,Área cosechada,Bananos,2013,ha,9100.0,A,Cifra oficial
1261,España,Rendimiento,Bananos,2013,kg/ha,39670.3,A,Cifra oficial
1262,España,Producción,Bananos,2013,toneladas,361000.0,A,Cifra oficial
1263,España,Área cosechada,Bananos,2014,ha,9130.0,A,Cifra oficial
1264,España,Rendimiento,Bananos,2014,kg/ha,40007.4,A,Cifra oficial
1265,España,Producción,Bananos,2014,toneladas,365268.0,A,Cifra oficial
1266,España,Área cosechada,Bananos,2015,ha,8975.0,A,Cifra oficial
1267,España,Rendimiento,Bananos,2015,kg/ha,42560.8,A,Cifra oficial
1268,España,Producción,Bananos,2015,toneladas,381983.0,A,Cifra oficial
1269,España,Área cosechada,Bananos,2016,ha,9040.0,A,Cifra oficial
1270,España,Rendimiento,Bananos,2016,kg/ha,45211.9,A,Cifra oficial
